k,E0,E1,ΔE,log10_ΔE
1,-4.0,-3.4641016151377553,0.5358983848622447,-0.27091755186937877
2,-8.877429589987049,-8.621809893499627,0.2556196964874218,-0.5924056851528027
3,-13.813381733183821,-13.659353096679013,0.15402863650480825,-0.8123985290346127
