k,E0,E1,ΔE,log10_ΔE
1,-3.9999999999999982,-3.4641016151377535,0.5358983848622447,-0.27091755186937877
2,-8.877429589987017,-8.621809893499632,0.2556196964873845,-0.5924056851528661
3,-13.813381733183762,-13.659353096678974,0.1540286365047887,-0.8123985290346679
